"","Word","Count"
"2083","10 am to 5 pm",9
"60395","a couple of years ago",9
"74480","a larceny was reported at",9
"119157","across the street from the",9
"158364","am i the only one",9
"290820","authority of new york and",9
"301995","badger badger badger badger badger",9
"612206","end of the year the",9
"767886","going to be a long",9
"909098","i have to go to",9
"945158","in a statement that the",9
"970526","in the first quarter of",9
"971802","in the last two years",9
"1013402","is it just me or",9
"1041029","it was going to be",9
"1077879","keep up the good work",9
"1095345","larceny a larceny was reported",9
"1115585","let me know if you",9
"1143860","looking forward to your tweets",9
"1230870","mothers day to all the",9
"1376727","on the other side of",9
"1483357","port authority of new york",9
"1704292","spoke on condition of anonymity",9
"1756342","take a look at the",9
"1778849","thank you for following me",9
"1778932","thank you for the rt",9
"1838025","the end of the season",9
"1843571","the first round of the",9
"1878040","the other side of the",9
"1890419","the rest of the year",9
"1896470","the securities and exchange commission",9
"1902144","the state of new jersey",9
"1913000","the us department of justice",9
"1933735","there is a lot of",9
"1989787","to be part of the",9
"2072320","turned out to be a",9
"2176868","what do you think about",9
"2252739","would love to see you",9
"2293475","youre going to have to",9
"57449","a chance to win a",8
"75947","a little bit of a",8
"76963","a long way to go",8
"79439","a matter of time before",8
"173579","and a member of the",8
"249053","are you going to be",8
"281182","at the center of the",8
"281613","at the end of a",8
"282657","at the nfl scouting combine",8
"283236","at the same time the",8
"312271","be a part of the",8
"536480","declined to comment on the",8
"538700","defensive player of the year",8
"543464","department of elementary and secondary",8
"577893","dont know what to do",8
"612127","end of the school year",8
"662663","figure out a way to",8
"672704","first three months of this",8
"696936","for more information go to",8
"697017","for more than 30 years",8
"705336","for the rest of his",8
"705337","for the rest of my",8
"885901","hope you have a great",8
"898025","hundreds of millions of dollars",8
"898059","hundreds of thousands of dollars",8
"900770","i am looking forward to",8
"917276","i think im going to",8
"929550","if you want to be",8
"933504","im going to have to",8
"947027","in and out of the",8
"961763","in other parts of the",8
"1016946","is one of the few",8
"1033836","it is going to be",8
"1041757","it was the first time",8
"1049536","its not going to be",8
"1315580","of elementary and secondary education",8
"1352282","off to a good start",8
"1378305","on the way to the",8
"1385489","one of the most popular",8
"1558178","respond to a request for",8
"1592183","said in a news release",8
"1822491","the centers for disease control",8
"1838024","the end of the school",8
"1845034","the food and drug administration",8
"1872645","the news of the world",8
"1883514","the port authority of new",8
"1896049","the second half of the",8
"1901747","the state attorney generals office",8
"1912919","the us attorneys office in",8
"1912994","the us department of agriculture",8
"1935096","there was a lot of",8
"1955412","this is one of the",8
"1967612","three months of this year",8
"1984396","to a request for comment",8
"2031978","to the center of the",8
"2069160","trying to figure out how",8
"2157044","we want to make sure",8
"2176423","what are you going to",8
"2274946","you dont have to be",8
"48259","9 am to 5 pm",7
"77901","a lot of people who",7
"176690","and at the same time",7
"282020","at the heart of the",7
"283201","at the same time i",7
"335360","before the end of the",7
"419768","cant wait to see it",7
"433553","cents per share in the",7
"444816","chief executive officer of the",7
"686059","for a couple of years",7
"697054","for more than two decades",7
"703452","for the follow looking forward",7
"752598","get real rewards just for",7
"767910","going to be a very",7
"767916","going to be able to",7
"885889","hope you had a great",7
"898461","hunter matt hunter matt hunter",7
"905237","i dont think i can",7
"912765","i love you so much",7
"921945","i would love to see",7
"970423","in the first half and",7
"971236","in the history of the",7
"972410","in the middle of a",7
"972447","in the midst of a",7
"1034532","it is what it is",7
"1044785","its a great way to",7
"1142325","look forward to seeing you",7
"1178362","matt hunter matt hunter matt",7
"1318820","of health and human services",7
"1389489","only a matter of time",7
"1472606","playoffs for the first time",7
"1531764","real rewards just for watching",7
"1564264","rewards just for watching tv",7
"1592245","said in a statement the",7
"1592252","said in a statement we",7
"1633461","senate majority leader harry reid",7
"1700290","speaking on condition of anonymity",7
"1745322","sunny with a high near",7
"1778926","thank you for the mention",7
"1780098","thanks for the follow and",7
"1780148","thanks for the follow looking",7
"1781052","thanks to everyone who came",7
"1837924","the end of last year",7
"1837993","the end of the first",7
"1843120","the first half of the",7
"1844878","the follow looking forward to",7
"1848804","the good news is that",7
"1853021","the home was sold by",7
"1859677","the last couple of years",7
"1882667","the playoffs for the first",7
"1935691","there will be a lot",7
"2000394","to everyone who came out",7
"2003725","to get out of the",7
"2046060","told the associated press that",7
"2056653","toward the end of the",7
"2090972","until the end of the",7
"2207796","will be a lot of",7
"2208688","will be interesting to see",7
"2212428","will not be able to",7
"60384","a couple of weeks ago",6
"70497","a great time at the",6
"79155","a margin of error of",6
"232744","anyone with information about the",6
"232747","anyone with information is asked",6
"281004","at the beginning of the",6
"335581","before the start of the",6
"387365","but for the most part",6
"433480","cents a share in the",6
"483026","condition of anonymity because the",6
"543485","department of health and human",6
"551694","did not respond to a",6
"703260","for the first three months",6
"703278","for the first time ever",6
"703310","for the first time that",6
"703314","for the first time this",6
"714224","forward to seeing you at",6
"726267","from all over the world",6
"751390","get in the way of",6
"767877","going to be a good",6
"812039","has been one of the",6
"855768","here are some of the",6
"882210","home run of the season",6
"885141","hope everyone is having a",6
"885700","hope to see you there",6
"902915","i cant wait for the",6
"904910","i dont know if they",6
"905449","i dont want to see",6
"908809","i have no idea what",6
"910499","i just wanted to say",6
"913527","i miss you so much",6
"916003","i should be able to",6
"917460","i think its time to",6
"921300","i wish i had a",6
"928695","if you can get it",6
"929066","if you have any questions",6
"946821","in an interview with the",6
"968673","in the center of the",6
"971766","in the last few years",6
"974425","in the rest of the",6
"976202","in the united states the",6
"1011527","is going to be the",6
"1015559","is no such thing as",6
"1017149","is open to the public",6
"1020234","is survived by his wife",6
"1034152","it is one of the",6
"1035630","it means to be a",6
"1042538","it will be interesting to",6
"1048390","its just a matter of",6
"1069221","just a matter of time",6
"1115616","let me know what you",6
"1115924","let us know if we",6
"1115951","let us know what you",6
"1202835","might as well have been",6
"1273835","nice work if you can",6
"1373636","on suspicion of possession of",6
"1374007","on the 15day disabled list",6
"1375194","on the east side of",6
"1377606","on the side of the",6
"1378426","on the wrong side of",6
"1407863","other parts of the country",6
"1459730","pick in the first round",6
"1516789","putting the finishing touches on",6
"1608515","say anything buffy say anything",6
"1722575","step in the right direction",6
"1778909","thank you for the ff",6
"1780177","thanks for the follow we",6
"1780325","thanks for the rt i",6
"1783016","that awkward moment when you",6
"1811411","the army corps of engineers",6
"1837997","the end of the game",6
"1838045","the end of the week",6
"1843042","the first four months of",6
"1843829","the first time in his",6
"1874626","the number of people who",6
"1890338","the rest of the country",6
"1890416","the rest of the week",6
"1891329","the right side of the",6
"1891363","the right thing to do",6
"1893895","the same period last year",6
"1896228","the second round of the",6
"1932450","there are going to be",6
"1934065","there is no such thing",6
"1935457","there were a lot of",6
"1936417","theres going to be a",6
"1981757","to 10 years in prison",6
"1988101","to be able to go",6
"2010758","to keep an eye on",6
"2022151","to reduce the number of",6
"2030073","to take control of the",6
"2069065","trying to come up with",6
"2069165","trying to figure out what",6
"2072877","turns out to be a",6
"2096195","up to 10 years in",6
"2123311","wake up in the morning",6
"2126370","want to be able to",6
"2130989","was a member of the",6
"2136789","was just a matter of",6
"2138733","was one of the most",6
"2155482","we need to catch up",6
"2157819","we would love to have",6
"2170788","were going to have to",6
"2176830","what do you do when",6
"2176878","what do you think of",6
"2178395","what it means to be",6
"2184038","when i was a kid",6
"2184343","when it comes to the",6
"2189266","where the wild things are",6
"2208971","will be one of the",6
"2221405","with a little bit of",6
"2226837","with information is asked to",6
"2229254","with one out in the",6
"2233616","with the securities and exchange",6
"2243333","work if you can get",6
"8631","1320 sw broadway portland or",5
"72023","a heck of a lot",5
"77867","a lot of people are",5
"85235","a person familiar with the",5
"92897","a senior fellow at the",5
"105396","a year and a half",5
"112530","about the state of the",5
"116268","according to a report in",5
"143649","all i can say is",5
"143683","all i have to say",5
"145228","all over the world and",5
"192459","and i look forward to",5
"192794","and i was able to",5
"217335","and theres a base hit",5
"232871","anything buffy say anything buffy",5
"248994","are you doing this weekend",5
"249055","are you going to do",5
"273653","at a time when many",5
"273665","at a time when the",5
"281645","at the end of this",5
"283204","at the same time it",5
"283808","at the university of california",5
"283812","at the university of colorado",5
"284008","at the world trade center",5
"312272","be a part of this",5
"312760","be able to make it",5
"317100","be in the country illegally",5
"317316","be interesting to see how",5
"363062","booked at orange county jail",5
"380129","buffy say anything buffy say",5
"402762","by the end of 2014",5
"402775","by the end of next",5
"410502","came up with the idea",5
"416754","can you please follow me",5
"419766","cant wait to see how",5
"454093","city was arrested in the",5
"478723","compared with a loss of",5
"558783","director of the center for",5
"577127","dont get me wrong i",5
"579356","dont want to go to",5
"592744","during the first quarter of",5
"620102","error of plus or minus",5
"660613","ff have a great weekend",5
"686058","for a couple of weeks",5
"696944","for more information on the",5
"697010","for more than 20 years",5
"697036","for more than a year",5
"702939","for the duration of the",5
"703285","for the first time he",5
"703312","for the first time the",5
"704129","for the last two years",5
"705667","for the second time in",5
"712946","former president george w bush",5
"782083","granite city was arrested in",5
"795690","had a great time at",5
"807315","happy mothers day to my",5
"811094","has anything to do with",5
"818424","have a chance to win",5
"818981","have a long way to",5
"824352","have not been able to",5
"832220","he did not want to",5
"835117","he is the son of",5
"886000","hope youre having a great",5
"902471","i can tell you that",5
"904882","i dont know how much",5
"904888","i dont know how to",5
"904900","i dont know if i",5
"904963","i dont know what to",5
"905921","i feel like i am",5
"906114","i fell in love with",5
"907596","i had a lot of",5
"909563","i hope all is well",5
"915751","i see how it is",5
"916939","i the only one who",5
"916958","i think a lot of",5
"917415","i think its going to",5
"917906","i think were going to",5
"919165","i want to be the",5
"919975","i was just trying to",5
"921934","i would love to be",5
"929559","if you want to get",5
"929880","if youre looking for a",5
"935301","im really looking forward to",5
"936273","im trying to figure out",5
"946798","in an interview last week",5
"967200","in the 1980s and 1990s",5
"967340","in the 2300 block of",5
"967430","in the 500 block of",5
"970641","in the form of a",5
"972457","in the midst of the",5
"973647","in the past five years",5
"973700","in the past two years",5
"974834","in the second half and",5
"975385","in the st louis area",5
"975492","in the state of new",5
"975887","in the third quarter and",5
"976187","in the united states in",5
"1010443","is expected to be a",5
"1013012","is in the midst of",5
"1016979","is one of the top",5
"1021069","is the best way to",5
"1021954","is the place to be",5
"1034864","it just me or does",5
"1036720","it out of the park",5
"1038734","it thanks for the follow",5
"1041423","it was one of the",5
"1043138","it would be a good",5
"1045954","its been a long time",5
"1047670","its going to take a",5
"1069141","just a few years ago",5
"1071179","just got off the phone",5
"1077004","keep an eye out for",5
"1077881","keep up the great work",5
"1078789","kendall sexy schmidt kendall sexy",5
"1099242","last year at this time",5
"1142341","look forward to working with",5
"1164039","makes it a state crime",5
"1180892","may not be able to",5
"1209942","minutes or until golden brown",5
"1211036","miss the rest of the",5
"1225100","more than a year ago",5
"1238614","murder in the death of",5
"1253604","national highway traffic safety administration",5
"1258638","need to be able to",5
"1258889","need to find a way",5
"1290767","not respond to a request",5
"1294271","nothing to do with the",5
"1327098","of one of the most",5
"1332953","of state hillary rodham clinton",5
"1370965","on my way to the",5
"1375044","on the day of the",5
"1375269","on the eve of the",5
"1375440","on the first day of",5
"1376706","on the other hand the",5
"1378361","on the west side of",5
"1378963","on this side of the",5
"1383440","one game at a time",5
"1384818","one of my best friends",5
"1423044","over the next two years",5
"1430270","pal pal pal pal pal",5
"1449900","per share on revenue of",5
"1478114","points in the fourth quarter",5
"1493510","president of the united states",5
"1572873","rock and roll hall of",5
"1590341","said he and his wife",5
"1591596","said i dont know how",5
"1591614","said i dont want to",5
"1591700","said i just want to",5
"1592295","said in an interview that",5
"1625551","secretary of state hillary rodham",5
"1643008","sexy schmidt kendall sexy schmidt",5
"1666132","since the end of the",5
"1680924","so much for the follow",5
"1702268","spend a lot of time",5
"1708430","st charles for more information",5
"1711419","stand in the way of",5
"1711726","standard poors 500 index fell",5
"1751767","sw broadway portland or 97201",5
"1778855","thank you for following us",5
"1780018","thanks for spreading the word",5
"1780127","thanks for the follow i",5
"1790199","that is one of the",5
"1798624","that the rest of the",5
"1800828","that was one of the",5
"1809979","the american civil liberties union",5
"1812788","the awkward moment when you",5
"1818405","the bottom line is that",5
"1824473","the city of st louis",5
"1826977","the company said in a",5
"1833146","the democratic congressional campaign committee",5
"1833388","the department of public safety",5
"1836689","the east side of the",5
"1838008","the end of the night",5
"1838039","the end of the tunnel",5
"1838722","the essex county prosecutors office",5
"1841177","the federal deposit insurance corp",5
"1844020","the first two games of",5
"1861316","the left side of the",5
"1870505","the national highway traffic safety",5
"1871957","the new jersey education association",5
"1877823","the other end of the",5
"1881782","the pirates band of misfits",5
"1887059","the quality of life in",5
"1890425","the rest of this year",5
"1890453","the rest of your life",5
"1894412","the san francisco bay area",5
"1898319","the side of the road",5
"1901560","the start of the season",5
"1901767","the state board of education",5
"1909193","the top of the list",5
"1910923","the turn of the 20th",5
"1912137","the united states and europe",5
"1912261","the united states of america",5
"1912465","the university of medicine and",5
"1912506","the university of southern california",5
"1913064","the us food and drug",5
"1919810","the wrong side of the",5
"1934041","there is no reason to",5
"1935129","there was a time when",5
"1935446","there were a couple of",5
"1984378","to a report in the",5
"1988097","to be able to do",5
"1988099","to be able to get",5
"1992268","to build a new stadium",5
"2004174","to get to the next",5
"2004778","to go back to the",5
"2006248","to have a lot of",5
"2031814","to the bottom of the",5
"2043078","today is going to be",5
"2046057","told the associated press on",5
"2071871","turn of the 20th century",5
"2088697","university of medicine and dentistry",5
"2094145","up in the morning and",5
"2097300","up with the idea for",5
"2101024","us know if we can",5
"2101061","us know what you think",5
"2126799","want to go to the",5
"2135344","was going to be a",5
"2138723","was one of the first",5
"2141736","was the first time i",5
"2151041","we are looking forward to",5
"2154993","we look forward to seeing",5
"2175637","weve got a lot of",5
"2176347","what appeared to be a",5
"2176462","what are your thoughts on",5
"2177883","what i want to do",5
"2178470","what its like to be",5
"2178798","what needs to be done",5
"2180691","what you have to say",5
"2207853","will be able to get",5
"2230465","with runners in scoring position",5
"2233497","with the rest of the",5
"2252969","would not be able to",5
"2254127","would you be interested in",5
"2258148","x x x x x",5
"2271644","you are going to be",5
"2279459","you know what i mean",5
"2080","10 am to 4 pm",4
"2084","10 am to 6 pm",4
"5200","11 am to 6 pm",4
"48256","9 am to 3 pm",4
"48260","9 am to 6 pm",4
"52790","a base hit and theres",4
"75956","a little bit of everything",4
"76261","a little more than a",4
"77512","a lot more than i",4
"77817","a lot of money to",4
"78136","a lot of work to",4
"86701","a political science professor at",4
"97060","a step in the right",4
"106998","able to go out there",4
"116252","according to a news release",4
"116281","according to a statement from",4
"116283","according to a study by",4
"116288","according to a survey by",4
"117481","accounts for 70 percent of",4
"143719","all i wanna do is",4
"143726","all i want to do",4
"168222","an important part of the",4
"170538","an rbi double in the",4
"182491","and dentistry of new jersey",4
"192169","and i dont want to",4
"193372","and im really looking forward",4
"202244","and one of the most",4
"202443","and open to the public",4
"207596","and roll hall of fame",4
"213133","and thanks for the follow",4
"214431","and the district of columbia",4
"216389","and the wall street journal",4
"232457","anyone know of a good",4
"239489","are a lot of people",4
"242638","are going to have a",4
"242642","are going to have to",4
"243377","are in the process of",4
"246090","are red violets are blue",4
"248598","are we going to do",4
"249071","are you going to the",4
"257226","as a member of the",4
"261764","as long as you dont",4
"261765","as long as you have",4
"262922","as part of his plea",4
"264977","as the result of a",4
"273256","at a home in the",4
"274136","at an annual rate of",4
"277545","at least i have a",4
"279812","at rutgers university in new",4
"280928","at the back of the",4
"281139","at the cannes film festival",4
"281179","at the center of a",4
"281570","at the edward jones dome",4
"281711","at the expense of the",4
"281820","at the forefront of the",4
"281853","at the front of the",4
"283198","at the same time he",4
"283203","at the same time in",4
"283645","at the time of his",4
"283764","at the turn of the",4
"284304","at this time of the",4
"292547","avenue on a charge of",4
"298985","back of the end zone",4
"299937","back to the drawing board",4
"307831","base hit and theres a",4
"312684","be able to do it",4
"312726","be able to go out",4
"318669","be on the lookout for",4
"319046","be part of the solution",4
"320946","be sure to check out",4
"322919","be your self be your",4
"328080","become a part of the",4
"330320","been charged with three counts",4
"346903","betty sutton of copley township",4
"347435","between one man and one",4
"347736","between the united states and",4
"366146","both sides of the aisle",4
"366150","both sides of the ball",4
"388421","but i dont want to",4
"389337","but in the end it",4
"402760","by the end of 2012",4
"412615","can be found in the",4
"416695","can you follow me back",4
"419779","cant wait to see the",4
"439927","charged with three counts of",4
"478044","company said in a statement",4
"500785","couldnt ask for a better",4
"528741","day to all the moms",4
"550638","did a good job of",4
"551553","did not immediately respond to",4
"551554","did not immediately return a",4
"551705","did not return a call",4
"553481","didnt know what to do",4
"554394","died as a result of",4
"558855","director of the new jersey",4
"569525","do you want to do",4
"571815","doesnt kill you makes you",4
"572010","doesnt mean you have to",4
"577270","dont have a lot of",4
"577947","dont know who you are",4
"581360","dow jones industrial average rose",4
"584431","dr martin luther king jr",4
"614710","english as a second language",4
"630309","everything happens for a reason",4
"654866","federal reserve chairman ben bernanke",4
"663466","filing with the securities and",4
"671301","first home run of the",4
"671303","first homer of the season",4
"687625","for a while he said",4
"696947","for more information or to",4
"697057","for more than two years",4
"702998","for the end of the",4
"703316","for the first time today",4
"703323","for the first time with",4
"703336","for the fiscal year that",4
"704103","for the last couple of",4
"704117","for the last six years",4
"704926","for the past two years",4
"705341","for the rest of this",4
"705665","for the second straight year",4
"709504","for your chance to win",4
"714322","forward to working with you",4
"719748","free and open to the",4
"725536","from 9 am to 6",4
"732579","from the rest of the",4
"732931","from the top of the",4
"733026","from the us department of",4
"763687","go out there and play",4
"768093","going to be one of",4
"778389","gotta get down on friday",4
"785258","great way to end the",4
"799010","had something to do with",4
"811593","has been charged with three",4
"824203","have no choice but to",4
"827042","have to deal with it",4
"827151","have to figure out what",4
"828463","have you ever been to",4
"833451","he had a chance to",4
"837042","he said a lot of",4
"837624","he said i think the",4
"840291","he wants to be a",4
"840444","he was a member of",4
"841174","he was one of the",4
"858453","hes going to be a",4
"870732","his first home run of",4
"870734","his first homer of the",4
"877316","hit and theres a base",4
"885061","hope all is well with",4
"885689","hope to see you at",4
"885863","hope you feel better soon",4
"885900","hope you have a good",4
"889656","hours are 10 am to",4
"892733","how do you feel about",4
"893169","how i met your mother",4
"902889","i cant tell you how",4
"902937","i cant wait to get",4
"904133","i didnt think it was",4
"904647","i dont even know what",4
"904828","i dont have your number",4
"904902","i dont know if it",4
"904992","i dont know why but",4
"905238","i dont think i could",4
"905435","i dont want to get",4
"906746","i get that a lot",4
"907569","i had a dream that",4
"907890","i had to do to",4
"908202","i hate when i have",4
"909775","i hope you feel better",4
"909785","i hope you have a",4
"910470","i just want to go",4
"913081","i may or may not",4
"914882","i really dont want to",4
"917168","i think i have a",4
"917197","i think i might be",4
"917383","i think its a good",4
"917663","i think thats going to",4
"917830","i think this is the",4
"918092","i thought it would be",4
"919151","i want to be able",4
"919189","i want to do is",4
"919244","i want to make sure",4
"921281","i wish i could just",4
"921343","i wish i wish i",4
"921913","i would like to see",4
"925927","if i was going to",4
"928922","if you dont want to",4
"928948","if you ever want to",4
"929576","if you want to see",4
"934888","im not the only one",4
"936130","im the type of person",4
"950263","in connection with the shooting",4
"957373","in less than 24 hours",4
"957455","in life is doing what",4
"957894","in love with each other",4
"959093","in more than a decade",4
"961321","in one of the most",4
"961588","in order to reduce the",4
"967068","in the 100 block of",4
"967453","in the 600 block of",4
"967520","in the 900 block of",4
"968232","in the best interests of",4
"968634","in the case of the",4
"969181","in the country according to",4
"969377","in the current fiscal year",4
"970425","in the first half but",4
"970440","in the first half of",4
"970456","in the first inning and",4
"970539","in the first round and",4
"970581","in the first two games",4
"970590","in the first year of",4
"970717","in the fourth quarter of",4
"971051","in the gulf of mexico",4
"971104","in the hands of a",4
"971178","in the heart of the",4
"971754","in the last couple of",4
"971773","in the last four years",4
"972222","in the market for a",4
"973066","in the next few days",4
"973719","in the past year the",4
"974836","in the second half but",4
"974849","in the second half of",4
"974854","in the second half the",4
"974906","in the second round of",4
"975063","in the shadow of the",4
"975387","in the st louis region",4
"975695","in the summer of 2010",4
"976211","in the united states with",4
"976488","in the wake of a",4
"977039","in the years to come",4
"979425","in washington contributed to this",4
"988548","information is asked to call",4
"996599","interscholastic athletic association a conference",4
"1004438","is a big part of",4
"1011079","is free and open to",4
"1011454","is going on in the",4
"1011513","is going to be on",4
"1013520","is it weird that i",4
"1014369","is looking forward to the",4
"1016975","is one of the reasons",4
"1021376","is the first time in",4
"1021945","is the perfect time to",4
"1029929","it could have been a",4
"1030278","it didnt take long for",4
"1032044","it has been a long",4
"1032200","it has nothing to do",4
"1037311","it remains to be seen",4
"1037799","it seems to me that",4
"1037943","it should be noted that",4
"1041060","it was great meeting you",4
"1041067","it was great to meet",4
"1041191","it was just a matter",4
"1041425","it was one of those",4
"1043187","it would be fun to",4
"1043196","it would be great to",4
"1047621","its going to be fun",4
"1049222","its never too late to",4
"1052120","its time to move on",4
"1071103","just got back from a",4
"1071612","just in time for the",4
"1074452","just wanted to say hi",4
"1100290","late in the first half",4
"1100308","late in the second period",4
"1101646","latest in a series of",4
"1125563","like the rest of the",4
"1143764","looking forward to reading it",4
"1157753","made it a point to",4
"1172680","margin of error of plus",4
"1176349","maryland interscholastic athletic association a",4
"1181036","may or may not have",4
"1186328","me know what you think",4
"1187711","me thank you for the",4
"1192660","medicine and dentistry of new",4
"1203489","might not be able to",4
"1212115","missouri department of elementary and",4
"1219917","months of the year the",4
"1256307","near the end of the",4
"1259340","need to talk about kevin",4
"1265349","new england journal of medicine",4
"1266165","new jersey gov chris christie",4
"1273674","nice to be able to",4
"1277845","no arrests have been made",4
"1286019","not authorized to speak publicly",4
"1294262","nothing to do with it",4
"1315902","of error of plus or",4
"1324375","of medicine and dentistry of",4
"1340269","of the new york times",4
"1340920","of the people who are",4
"1346445","of thousands of dollars in",4
"1362337","omg omg omg omg omg",4
"1368327","on his way to the",4
"1375298","on the face of the",4
"1375757","on the heels of a",4
"1382957","one day at a time",4
"1384226","one man and one woman",4
"1385440","one of the most beautiful",4
"1385511","one of the nations largest",4
"1404129","oregonian 1320 sw broadway portland",4
"1418427","out to be a good",4
"1422934","over the last five years",4
"1423028","over the next few years",4
"1423030","over the next five years",4
"1423096","over the past few months",4
"1427887","pacific gas and electric co",4
"1435340","part of the problem is",4
"1448075","people that answer the bell",4
"1449897","per share in the same",4
"1450515","percent from the same period",4
"1474034","pleasure in life is doing",4
"1485172","possession of a controlled substance",4
"1490934","preheat the oven to 350",4
"1533625","really looking forward to the",4
"1577495","roses are red violets are",4
"1583563","runners on first and third",4
"1590621","said he has talked to",4
"1590960","said he was going to",4
"1592189","said in a press release",4
"1592247","said in a statement this",4
"1592255","said in a telephone interview",4
"1592302","said in an interview with",4
"1595403","said she and her husband",4
"1614322","schmidt kendall sexy schmidt kendall",4
"1625552","secretary of state jon husted",4
"1628584","see what was going on",4
"1633499","senate president stephen sweeney dgloucester",4
"1635526","sentenced to life in prison",4
"1635902","sept 11 2001 terrorist attacks",4
"1656130","should have the right to",4
"1666084","since the beginning of the",4
"1678448","so excited to see you",4
"1683450","so you dont have to",4
"1700459","special agent in charge of",4
"1702945","spent a lot of time",4
"1708774","st louis county circuit court",4
"1709312","st peters for more information",4
"1717448","state of the state address",4
"1731788","street granite city was arrested",4
"1746068","superior court judge bradley ferencz",4
"1748932","sure to check out the",4
"1772074","tens of thousands of dollars",4
"1777936","than the rest of us",4
"1779272","thank you to all of",4
"1779275","thank you to all the",4
"1779730","thanks for all the great",4
"1779765","thanks for checking us out",4
"1779902","thanks for letting me know",4
"1780083","thanks for the ff love",4
"1780301","thanks for the rt and",4
"1780635","thanks in large part to",4
"1783013","that awkward moment when someone",4
"1789066","that i used to know",4
"1790084","that is going to be",4
"1798388","that the number of people",4
"1812935","the back of the end",4
"1812939","the back of the head",4
"1813356","the ball in the air",4
"1814934","the beginning of the end",4
"1814945","the beginning of the year",4
"1815529","the best interests of the",4
"1815629","the best of both worlds",4
"1815694","the best part of the",4
"1822105","the cause of the fire",4
"1829820","the course of the last",4
"1833371","the department of homeland security",4
"1838047","the end of the world",4
"1838058","the end of this year",4
"1843022","the first five games of",4
"1843802","the first time i had",4
"1843820","the first time in a",4
"1843841","the first time in the",4
"1843842","the first time in three",4
"1843898","the first time since the",4
"1845965","the fraternal order of police",4
"1846444","the full extent of the",4
"1859688","the last day of the",4
"1860337","the latest in a series",4
"1866524","the metropolitan museum of art",4
"1866808","the middle of the day",4
"1866818","the middle of the night",4
"1866826","the middle of the season",4
"1867394","the missouri department of elementary",4
"1870148","the name of the game",4
"1870550","the national oceanic and atmospheric",4
"1870612","the national transportation safety board",4
"1871805","the new england journal of",4
"1872824","the next couple of days",4
"1874228","the northern part of the",4
"1874623","the number of people seeking",4
"1877316","the oregonian 1320 sw broadway",4
"1880025","the past two years the",4
"1890395","the rest of the state",4
"1892087","the rock and roll hall",4
"1893891","the same period a year",4
"1896898","the sept 11 2001 terrorist",4
"1902162","the state of the economy",4
"1908297","the time it takes to",4
"1908377","the time of the shooting",4
"1909203","the top of the seventh",4
"1912966","the us centers for disease",4
"1912996","the us department of education",4
"1913062","the us fish and wildlife",4
"1935751","there will be plenty of",4
"1936044","theres a base hit and",4
"1949574","think its a good idea",4
"1949632","think its going to be",4
"1955686","this is what happens when",4
"1959799","this was the first time",4
"1960751","this will be the last",4
"1970428","through the end of the",4
"1985624","to all my new followers",4
"1987847","to be a great year",4
"1987896","to be a long night",4
"1988109","to be able to make",4
"1989231","to be in a position",4
"1989294","to be in the country",4
"1989780","to be part of a",4
"1994617","to come out with a",4
"1995492","to continue to get better",4
"1997703","to do a better job",4
